TMRCA	Mean  = 1.620800	Stdev = 0.700547	95%CI = 0.649905 3.306178
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	41286.208000	40873.346314	-nan	-nan
2	20041.822000	39281.971885	-nan	-nan
3	13766.881000	40061.624892	-nan	-nan
4	10742.632000	41251.705958	-nan	-nan
5	7907.130000	37558.867500	-nan	-nan
6	6778.100000	38228.483095	-nan	-nan
7	5908.043000	38461.361282	-nan	-nan
8	4757.201000	35012.999995	-nan	-nan
9	4462.903000	36551.173697	-nan	-nan
10	3965.302000	35687.718000	-nan	-nan
11	3819.360000	37391.534254	-nan	-nan
12	3545.806000	37443.712848	-nan	-nan
13	2880.978000	32583.862389	-nan	-nan
14	3222.802000	38802.535957	-nan	-nan
15	2990.636000	38130.609000	-nan	-nan
16	2782.328000	37394.487152	-nan	-nan
17	2302.342000	32486.044830	-nan	-nan
18	2570.463000	37940.034468	-nan	-nan
19	2616.174000	40262.918758	-nan	-nan
20	1909.509000	30552.144000	-nan	-nan
21	2130.595000	35346.571375	-nan	-nan
22	2503.463000	42959.424698	-nan	-nan
23	1949.527000	34526.121385	-nan	-nan
24	1495.765000	27282.753258	-nan	-nan
25	2089.061000	39169.893750	-nan	-nan
26	1599.960000	30783.230034	-nan	-nan
27	1372.520000	27052.367943	-nan	-nan
28	1441.898000	29068.663460	-nan	-nan
29	1755.094000	36137.385728	-nan	-nan
30	1311.710000	27545.910000	-nan	-nan
31	1748.780000	37406.403133	-nan	-nan
32	1536.259000	33428.996192	-nan	-nan
33	1609.566000	35587.505242	-nan	-nan
34	1582.854000	35519.244605	-nan	-nan
35	1126.132000	25619.503000	-nan	-nan
36	1767.850000	40731.265619	-nan	-nan
37	1425.898000	33237.681618	-nan	-nan
38	1614.291000	38032.695098	-nan	-nan
39	1568.544000	37315.663196	-nan	-nan
40	1007.633000	24183.192000	-nan	-nan
41	1175.989000	28447.174538	-nan	-nan
42	1554.172000	37859.630869	-nan	-nan
43	1437.150000	35224.546829	-nan	-nan
44	1249.843000	30796.130757	-nan	-nan
45	1368.285000	33865.053750	-nan	-nan
46	1080.469000	26838.850125	-nan	-nan
47	1426.375000	35531.001032	-nan	-nan
48	1470.674000	36708.021694	-nan	-nan
49	1326.314000	33144.586556	-nan	-nan
50	824.332000	41216.600000	-nan	-nan
