TMRCA	Mean  = 0.990881	Stdev = 0.222110	95%CI = 0.556176 1.376480
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	39742.908000	39345.479299	-nan	-nan
2	18891.656000	37027.646481	-nan	-nan
3	12234.785000	35603.225400	-nan	-nan
4	8878.977000	34095.270918	-nan	-nan
5	7032.293000	33403.391750	-nan	-nan
6	6111.621000	34469.541624	-nan	-nan
7	4730.920000	30798.290283	-nan	-nan
8	4181.345000	30774.699758	-nan	-nan
9	3643.970000	29844.112771	-nan	-nan
10	3287.981000	29591.829000	-nan	-nan
11	2963.080000	29008.553087	-nan	-nan
12	2726.471000	28791.534904	-nan	-nan
13	2484.719000	28102.172933	-nan	-nan
14	2130.038000	25645.657439	-nan	-nan
15	2027.732000	25853.583000	-nan	-nan
16	1904.182000	25592.205281	-nan	-nan
17	1790.538000	25264.490565	-nan	-nan
18	1873.387000	27651.192549	-nan	-nan
19	1640.414000	25245.972023	-nan	-nan
20	1604.511000	25672.176000	-nan	-nan
21	1521.945000	25249.067782	-nan	-nan
22	1278.995000	21947.554005	-nan	-nan
23	1458.050000	25822.064165	-nan	-nan
24	1484.664000	27080.271020	-nan	-nan
25	1344.688000	25212.900000	-nan	-nan
26	1202.421000	23134.579765	-nan	-nan
27	1044.094000	20579.091784	-nan	-nan
28	1022.938000	20622.429924	-nan	-nan
29	1184.618000	24391.284801	-nan	-nan
30	868.718000	18243.078000	-nan	-nan
31	884.541000	18920.331450	-nan	-nan
32	937.517000	20400.370135	-nan	-nan
33	847.954000	18748.263458	-nan	-nan
34	781.725000	17541.909417	-nan	-nan
35	753.332000	17138.303000	-nan	-nan
36	791.078000	18226.437844	-nan	-nan
37	915.727000	21345.595881	-nan	-nan
38	938.771000	22117.444259	-nan	-nan
39	736.618000	17524.142894	-nan	-nan
40	775.292000	18607.008000	-nan	-nan
41	713.013000	17247.784851	-nan	-nan
42	755.255000	18398.012261	-nan	-nan
43	622.649000	15261.127133	-nan	-nan
44	842.932000	20769.843966	-nan	-nan
45	652.136000	16140.366000	-nan	-nan
46	759.918000	18876.363236	-nan	-nan
47	681.164000	16967.795136	-nan	-nan
48	770.101000	19221.720255	-nan	-nan
49	678.834000	16964.061505	-nan	-nan
50	350.179000	17508.950000	-nan	-nan
