TMRCA	Mean  = 1.085856	Stdev = 0.341565	95%CI = 0.503156 1.849428
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	38896.184000	38507.222531	-nan	-nan
2	19274.406000	37777.836495	-nan	-nan
3	12713.206000	36995.430551	-nan	-nan
4	8873.795000	34075.372038	-nan	-nan
5	7265.934000	34513.186500	-nan	-nan
6	5520.604000	31136.205823	-nan	-nan
7	4926.757000	32073.189198	-nan	-nan
8	4457.872000	32809.938515	-nan	-nan
9	3571.453000	29250.198571	-nan	-nan
10	3459.198000	31132.782000	-nan	-nan
11	2814.187000	27550.890623	-nan	-nan
12	2550.945000	26937.980270	-nan	-nan
13	2694.610000	30476.040231	-nan	-nan
14	2069.461000	24916.310361	-nan	-nan
15	2129.193000	27147.210750	-nan	-nan
16	2018.901000	27134.028593	-nan	-nan
17	2023.895000	28557.157755	-nan	-nan
18	1755.101000	25905.291162	-nan	-nan
19	1583.614000	24371.820004	-nan	-nan
20	1638.859000	26221.744000	-nan	-nan
21	1436.763000	23835.898389	-nan	-nan
22	1561.168000	26789.642642	-nan	-nan
23	1494.521000	26467.965542	-nan	-nan
24	1256.901000	22925.873952	-nan	-nan
25	1135.915000	21298.406250	-nan	-nan
26	1368.832000	26336.327367	-nan	-nan
27	1222.428000	24094.054761	-nan	-nan
28	1094.475000	22064.615833	-nan	-nan
29	1202.448000	24758.404503	-nan	-nan
30	1084.387000	22772.127000	-nan	-nan
31	1064.663000	22773.140920	-nan	-nan
32	983.634000	21403.876065	-nan	-nan
33	952.181000	21052.722491	-nan	-nan
34	1187.584000	26649.385594	-nan	-nan
35	900.999000	20497.727250	-nan	-nan
36	983.581000	22661.707140	-nan	-nan
37	1056.980000	24638.203236	-nan	-nan
38	931.404000	21943.877743	-nan	-nan
39	759.810000	18075.880596	-nan	-nan
40	801.746000	19241.904000	-nan	-nan
41	842.162000	20371.899230	-nan	-nan
42	749.327000	18253.606177	-nan	-nan
43	1009.422000	24740.933451	-nan	-nan
44	856.745000	21110.196277	-nan	-nan
45	801.571000	19838.882250	-nan	-nan
46	727.263000	18065.213031	-nan	-nan
47	827.280000	20607.544674	-nan	-nan
48	934.310000	23320.376745	-nan	-nan
49	927.723000	23183.797558	-nan	-nan
50	412.086000	20604.300000	-nan	-nan
