TMRCA	Mean  = 2.019000	Stdev = 1.183275	95%CI = 0.500000 5.000000
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	6884.180000	6815.338266	-nan	-nan
2	7236.119000	14182.793516	-nan	-nan
3	6995.929000	20358.153990	-nan	-nan
4	6572.559000	25238.625996	-nan	-nan
5	5853.226000	27802.823500	-nan	-nan
6	5378.392000	30334.130162	-nan	-nan
7	5447.489000	35463.154637	-nan	-nan
8	5469.421000	40254.939290	-nan	-nan
9	4791.684000	39243.889949	-nan	-nan
10	4348.047000	39132.423000	-nan	-nan
11	4429.063000	43360.526601	-nan	-nan
12	4314.750000	45563.761811	-nan	-nan
13	3571.654000	40395.408239	-nan	-nan
14	3841.637000	46253.309333	-nan	-nan
15	3901.366000	49742.416500	-nan	-nan
16	3399.460000	45688.740974	-nan	-nan
17	3123.116000	44067.165688	-nan	-nan
18	3404.732000	50253.845099	-nan	-nan
19	3218.266000	49529.114845	-nan	-nan
20	3093.677000	49498.832000	-nan	-nan
21	3490.051000	57899.946623	-nan	-nan
22	2833.917000	48630.015288	-nan	-nan
23	2558.197000	45305.666528	-nan	-nan
24	2514.468000	45863.895744	-nan	-nan
25	2142.416000	40170.300000	-nan	-nan
26	1833.996000	35286.082620	-nan	-nan
27	1997.534000	39371.393311	-nan	-nan
28	1658.643000	33438.242627	-nan	-nan
29	2596.646000	53464.941536	-nan	-nan
30	2389.216000	50173.536000	-nan	-nan
31	2419.699000	51757.360133	-nan	-nan
32	2070.133000	45046.094554	-nan	-nan
33	2596.321000	57404.658895	-nan	-nan
34	2454.369000	55076.041671	-nan	-nan
35	1699.142000	38655.480500	-nan	-nan
36	1887.694000	43492.471488	-nan	-nan
37	1657.317000	38632.058385	-nan	-nan
38	1596.658000	37617.261627	-nan	-nan
39	1699.342000	40427.347736	-nan	-nan
40	1638.735000	39329.640000	-nan	-nan
41	1679.871000	40636.080387	-nan	-nan
42	1761.271000	42904.562635	-nan	-nan
43	2232.612000	54721.320631	-nan	-nan
44	2513.942000	61943.529346	-nan	-nan
45	1586.637000	39269.265750	-nan	-nan
46	2050.064000	50923.590073	-nan	-nan
47	1410.173000	35127.409215	-nan	-nan
48	1461.845000	36487.649862	-nan	-nan
49	1855.996000	46381.339615	-nan	-nan
50	535.072000	26753.600000	-nan	-nan
