TMRCA	Mean  = 0.856049	Stdev = 0.163566	95%CI = 0.501514 1.101033
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	39061.392000	38670.778453	-nan	-nan
2	19190.052000	37612.502652	-nan	-nan
3	11960.725000	34805.710777	-nan	-nan
4	8788.276000	33746.979086	-nan	-nan
5	6618.969000	31440.102750	-nan	-nan
6	5611.936000	31651.318291	-nan	-nan
7	4660.723000	30341.307797	-nan	-nan
8	4016.327000	29560.167256	-nan	-nan
9	3448.924000	28246.686113	-nan	-nan
10	2920.262000	26282.358000	-nan	-nan
11	2726.891000	26696.262786	-nan	-nan
12	2377.614000	25107.604838	-nan	-nan
13	2426.454000	27443.195758	-nan	-nan
14	2083.412000	25084.280401	-nan	-nan
15	1744.429000	22241.469750	-nan	-nan
16	1821.752000	24484.346116	-nan	-nan
17	1670.000000	23563.699427	-nan	-nan
18	1586.138000	23411.397243	-nan	-nan
19	1338.296000	20596.375899	-nan	-nan
20	1202.892000	19246.272000	-nan	-nan
21	1374.650000	22805.443710	-nan	-nan
22	1243.219000	21333.637850	-nan	-nan
23	1110.466000	19666.351843	-nan	-nan
24	1133.267000	20670.789821	-nan	-nan
25	1061.430000	19901.812500	-nan	-nan
26	946.047000	18201.944063	-nan	-nan
27	1166.360000	22988.954532	-nan	-nan
28	920.137000	18549.961780	-nan	-nan
29	865.189000	17814.241642	-nan	-nan
30	842.085000	17683.785000	-nan	-nan
31	675.291000	14444.474078	-nan	-nan
32	879.745000	19143.251401	-nan	-nan
33	974.983000	21556.874725	-nan	-nan
34	650.848000	14605.029468	-nan	-nan
35	710.588000	16165.877000	-nan	-nan
36	682.677000	15728.878705	-nan	-nan
37	694.945000	16199.167579	-nan	-nan
38	660.817000	15568.848167	-nan	-nan
39	829.690000	19738.325860	-nan	-nan
40	647.212000	15533.088000	-nan	-nan
41	606.786000	14678.153664	-nan	-nan
42	789.836000	19240.405442	-nan	-nan
43	699.146000	17136.068620	-nan	-nan
44	527.037000	12986.191358	-nan	-nan
45	572.858000	14178.235500	-nan	-nan
46	598.192000	14859.089371	-nan	-nan
47	473.956000	11806.243888	-nan	-nan
48	608.353000	15184.490323	-nan	-nan
49	691.925000	17291.205592	-nan	-nan
50	342.510000	17125.500000	-nan	-nan
