TMRCA	Mean  = 9.711103	Stdev = 36.329264	95%CI = 0.857186 44.106052
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	44911.096000	44461.985468	-nan	-nan
2	23069.722000	45216.656000	-nan	-nan
3	17032.776000	49565.379622	-nan	-nan
4	15970.390000	61326.296229	-nan	-nan
5	15705.033000	74598.906750	-nan	-nan
6	17188.846000	96945.089145	-nan	-nan
7	26405.116000	171897.311204	-nan	-nan
8	9965.376000	73345.168691	-nan	-nan
9	7679.980000	62899.032977	-nan	-nan
10	9051.805000	81466.245000	-nan	-nan
11	10809.487000	105824.877318	-nan	-nan
12	14331.686000	151342.610174	-nan	-nan
13	35149.224000	397537.738189	-nan	-nan
14	21952.282000	264305.474443	-nan	-nan
15	6264.370000	79870.717500	-nan	-nan
16	8925.187000	119954.509535	-nan	-nan
17	10193.218000	143826.302480	-nan	-nan
18	7209.325000	106409.638650	-nan	-nan
19	34286.720000	527672.632571	-nan	-nan
20	7520.103000	120321.648000	-nan	-nan
21	3903.388000	64757.207516	-nan	-nan
22	13821.033000	237168.924171	-nan	-nan
23	7716.572000	136660.483055	-nan	-nan
24	6861.275000	125149.654430	-nan	-nan
25	11852.303000	222230.681250	-nan	-nan
26	4829.651000	92922.484135	-nan	-nan
27	7042.863000	138814.823282	-nan	-nan
28	3357.703000	67691.291968	-nan	-nan
29	8716.614000	179475.083590	-nan	-nan
30	6654.358000	139741.518000	-nan	-nan
31	8014.892000	171438.534988	-nan	-nan
32	6706.942000	145943.059455	-nan	-nan
33	4197.277000	92801.797032	-nan	-nan
34	5959.088000	133721.937902	-nan	-nan
35	7312.792000	166366.018000	-nan	-nan
36	7125.840000	164179.360124	-nan	-nan
37	8573.815000	199855.623071	-nan	-nan
38	3904.712000	91995.012635	-nan	-nan
39	6419.137000	152711.275107	-nan	-nan
40	12865.174000	308764.176000	-nan	-nan
41	7703.563000	186349.193084	-nan	-nan
42	2916.399000	71043.481420	-nan	-nan
43	18552.728000	454727.367526	-nan	-nan
44	6482.562000	159730.323723	-nan	-nan
45	8734.672000	216183.132000	-nan	-nan
46	6732.949000	167246.454187	-nan	-nan
47	6749.966000	168141.652030	-nan	-nan
48	3226.818000	80541.374326	-nan	-nan
49	5044.543000	126063.128415	-nan	-nan
50	2701.068000	135053.400000	-nan	-nan
