TMRCA	Mean  = 1.135889	Stdev = 0.376396	95%CI = 0.539547 1.988264
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	39334.060000	38940.719775	-nan	-nan
2	19284.410000	37797.444336	-nan	-nan
3	12019.952000	34978.061352	-nan	-nan
4	9098.171000	34936.975859	-nan	-nan
5	7207.041000	34233.444750	-nan	-nan
6	5570.645000	31418.437056	-nan	-nan
7	4889.587000	31831.212489	-nan	-nan
8	4558.851000	33553.143969	-nan	-nan
9	3770.220000	30878.100218	-nan	-nan
10	3577.281000	32195.529000	-nan	-nan
11	2941.155000	28793.907338	-nan	-nan
12	2317.826000	24476.243533	-nan	-nan
13	2696.597000	30498.513202	-nan	-nan
14	2419.038000	29125.217428	-nan	-nan
15	2226.415000	28386.791250	-nan	-nan
16	1911.769000	25694.174558	-nan	-nan
17	1781.753000	25140.534218	-nan	-nan
18	2083.113000	30746.748357	-nan	-nan
19	1801.667000	27727.655749	-nan	-nan
20	1563.343000	25013.488000	-nan	-nan
21	1897.455000	31478.778740	-nan	-nan
22	1640.451000	28150.138910	-nan	-nan
23	1486.403000	26324.195769	-nan	-nan
24	1005.935000	18348.254170	-nan	-nan
25	1201.283000	22524.056250	-nan	-nan
26	1141.266000	21957.957579	-nan	-nan
27	1468.768000	28949.415935	-nan	-nan
28	1198.782000	24167.444937	-nan	-nan
29	1528.489000	31471.588743	-nan	-nan
30	744.089000	15625.869000	-nan	-nan
31	1006.647000	21532.178716	-nan	-nan
32	898.942000	19560.978126	-nan	-nan
33	1096.546000	24244.632729	-nan	-nan
34	915.081000	20534.418129	-nan	-nan
35	835.562000	19009.035500	-nan	-nan
36	847.020000	19515.341575	-nan	-nan
37	1026.948000	23938.157332	-nan	-nan
38	876.501000	20650.363092	-nan	-nan
39	1144.142000	27219.139227	-nan	-nan
40	798.014000	19152.336000	-nan	-nan
41	976.935000	23632.058172	-nan	-nan
42	1033.919000	25186.267471	-nan	-nan
43	1210.934000	29679.992617	-nan	-nan
44	880.343000	21691.650983	-nan	-nan
45	899.852000	22271.337000	-nan	-nan
46	822.213000	20423.771045	-nan	-nan
47	960.345000	23922.193803	-nan	-nan
48	863.235000	21546.344810	-nan	-nan
49	866.276000	21648.237042	-nan	-nan
50	303.984000	15199.200000	-nan	-nan
