TMRCA	Mean  = 37.277828	Stdev = 670.676546	95%CI = 0.948734 63.500240
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	46529.408000	46064.114364	-nan	-nan
2	27209.284000	53330.197678	-nan	-nan
3	24789.222000	72136.638148	-nan	-nan
4	14244.302000	54698.118457	-nan	-nan
5	16148.719000	76706.415250	-nan	-nan
6	226295.936000	1276309.048826	-nan	-nan
7	9829.866000	63992.429910	-nan	-nan
8	15747.524000	115901.778743	-nan	-nan
9	14149.224000	115882.138623	-nan	-nan
10	5682.383000	51141.447000	-nan	-nan
11	7009.939000	68627.302543	-nan	-nan
12	10346.138000	109255.221621	-nan	-nan
13	6453.401000	72987.968018	-nan	-nan
14	53037.356000	638569.764217	-nan	-nan
15	31054.468000	395944.467000	-nan	-nan
16	15497.950000	208292.441497	-nan	-nan
17	7722.618000	108966.137329	-nan	-nan
18	9568.794000	141235.401630	-nan	-nan
19	11856.040000	182464.459670	-nan	-nan
20	7429.298000	118868.768000	-nan	-nan
21	12766.955000	211803.785398	-nan	-nan
22	15666.508000	268837.274889	-nan	-nan
23	6287.133000	111345.119674	-nan	-nan
24	10644.192000	194150.059644	-nan	-nan
25	8144.254000	152704.762500	-nan	-nan
26	23769.324000	457321.788320	-nan	-nan
27	6412.681000	126393.936639	-nan	-nan
28	4658.214000	93909.593529	-nan	-nan
29	11455.492000	235868.582028	-nan	-nan
30	7379.139000	154961.919000	-nan	-nan
31	5174.689000	110686.594552	-nan	-nan
32	6000.073000	130561.589853	-nan	-nan
33	11132.052000	246129.676514	-nan	-nan
34	4337.474000	97332.918876	-nan	-nan
35	7540.769000	171552.494750	-nan	-nan
36	9095.793000	209567.079047	-nan	-nan
37	4775.084000	111307.205490	-nan	-nan
38	10453.820000	246291.993617	-nan	-nan
39	6409.436000	152480.488308	-nan	-nan
40	31853.698000	764488.752000	-nan	-nan
41	3580.787000	86619.239442	-nan	-nan
42	7789.616000	189755.050514	-nan	-nan
43	9125.191000	223658.433499	-nan	-nan
44	853502.784000	21030308.076823	-nan	-nan
45	11270.501000	278944.899750	-nan	-nan
46	3812.132000	94693.359462	-nan	-nan
47	13680.464000	340780.356153	-nan	-nan
48	7918.169000	197637.490991	-nan	-nan
49	21448.148000	535989.213611	-nan	-nan
50	1744.667000	87233.350000	-nan	-nan
