TMRCA	Mean  = 1.971000	Stdev = 1.088191	95%CI = 1.000000 5.000000
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	3771.945000	3734.225586	-nan	-nan
2	4204.927000	8241.657080	-nan	-nan
3	4223.024000	12289.000202	-nan	-nan
4	4040.399000	15515.131813	-nan	-nan
5	3711.112000	17627.782000	-nan	-nan
6	3749.462000	21146.965179	-nan	-nan
7	3607.074000	23482.052566	-nan	-nan
8	3110.165000	22890.814815	-nan	-nan
9	3648.620000	29882.196269	-nan	-nan
10	3112.032000	28008.288000	-nan	-nan
11	3648.266000	35716.524001	-nan	-nan
12	3360.170000	35483.396610	-nan	-nan
13	3416.196000	38637.178193	-nan	-nan
14	2967.557000	35729.386167	-nan	-nan
15	2741.867000	34958.804250	-nan	-nan
16	2535.293000	34074.336856	-nan	-nan
17	2553.997000	36036.896793	-nan	-nan
18	3234.921000	47747.434700	-nan	-nan
19	2635.663000	40562.854475	-nan	-nan
20	3135.711000	50171.376000	-nan	-nan
21	2884.898000	47860.458260	-nan	-nan
22	2617.433000	44915.149881	-nan	-nan
23	2517.502000	44584.958115	-nan	-nan
24	2743.653000	50044.230092	-nan	-nan
25	2123.201000	39810.018750	-nan	-nan
26	2143.427000	41239.534989	-nan	-nan
27	1608.428000	31702.114407	-nan	-nan
28	2656.038000	53545.725675	-nan	-nan
29	2102.441000	43289.260511	-nan	-nan
30	2121.209000	44545.389000	-nan	-nan
31	2473.406000	52906.152830	-nan	-nan
32	2163.482000	47077.368815	-nan	-nan
33	1999.709000	44213.567211	-nan	-nan
34	2019.936000	45327.364919	-nan	-nan
35	1709.282000	38886.165500	-nan	-nan
36	2655.034000	61171.985791	-nan	-nan
37	2349.626000	54769.780805	-nan	-nan
38	1975.248000	46536.841825	-nan	-nan
39	2595.718000	61752.133596	-nan	-nan
40	1876.831000	45043.944000	-nan	-nan
41	1505.066000	36407.547344	-nan	-nan
42	1711.407000	41689.875565	-nan	-nan
43	1976.945000	48454.922402	-nan	-nan
44	1504.407000	37068.587562	-nan	-nan
45	2162.821000	53529.819750	-nan	-nan
46	1876.393000	46609.602406	-nan	-nan
47	1938.149000	48279.291294	-nan	-nan
48	1443.818000	36037.695958	-nan	-nan
49	1710.760000	42751.892008	-nan	-nan
50	1008.052000	50402.600000	-nan	-nan
