TMRCA	Mean  = 3.153866	Stdev = 3.280323	95%CI = 0.750540 10.971525
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	42695.632000	42268.676087	-nan	-nan
2	22870.276000	44825.741832	-nan	-nan
3	15704.668000	45700.585228	-nan	-nan
4	11015.796000	42300.655695	-nan	-nan
5	9372.865000	44521.108750	-nan	-nan
6	9013.129000	50834.046357	-nan	-nan
7	6779.901000	44137.157062	-nan	-nan
8	9035.692000	66502.694326	-nan	-nan
9	6975.360000	57128.195473	-nan	-nan
10	5725.322000	51527.898000	-nan	-nan
11	6913.496000	67683.125576	-nan	-nan
12	5229.995000	55228.749395	-nan	-nan
13	4366.255000	49382.345882	-nan	-nan
14	3870.225000	46597.508852	-nan	-nan
15	4749.973000	60562.155750	-nan	-nan
16	3909.004000	52537.012120	-nan	-nan
17	5879.929000	82965.796171	-nan	-nan
18	3412.874000	50374.021021	-nan	-nan
19	4055.983000	62421.579763	-nan	-nan
20	3950.189000	63203.024000	-nan	-nan
21	2976.578000	49381.429474	-nan	-nan
22	2920.006000	50107.302514	-nan	-nan
23	3272.649000	57958.610794	-nan	-nan
24	2460.143000	44873.007757	-nan	-nan
25	2071.912000	38848.350000	-nan	-nan
26	4538.220000	87315.351761	-nan	-nan
27	3235.093000	63763.680068	-nan	-nan
28	2085.363000	42040.917762	-nan	-nan
29	3550.764000	73110.231302	-nan	-nan
30	3797.444000	79746.324000	-nan	-nan
31	2390.922000	51141.820121	-nan	-nan
32	2312.153000	50312.449809	-nan	-nan
33	3962.160000	87603.360018	-nan	-nan
34	2476.323000	55568.689442	-nan	-nan
35	1954.060000	44454.865000	-nan	-nan
36	2431.596000	56023.974066	-nan	-nan
37	1958.670000	45656.596654	-nan	-nan
38	2549.898000	60075.595518	-nan	-nan
39	2441.047000	58072.510365	-nan	-nan
40	4424.632000	106191.168000	-nan	-nan
41	3661.844000	88580.008316	-nan	-nan
42	2146.335000	52284.721910	-nan	-nan
43	4172.238000	102261.554335	-nan	-nan
44	2370.497000	58409.044633	-nan	-nan
45	3008.070000	74449.732500	-nan	-nan
46	2685.275000	66702.231410	-nan	-nan
47	1577.008000	39283.269039	-nan	-nan
48	2721.999000	67941.092548	-nan	-nan
49	2641.473000	66010.409665	-nan	-nan
50	2065.931000	103296.550000	-nan	-nan
