TMRCA	Mean  = 1.381046	Stdev = 0.542480	95%CI = 0.576191 2.682785
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	40554.880000	40149.331587	-nan	-nan
2	19481.938000	38184.599223	-nan	-nan
3	13184.371000	38366.520742	-nan	-nan
4	9901.380000	38021.298350	-nan	-nan
5	7883.569000	37446.952750	-nan	-nan
6	5946.143000	33536.245726	-nan	-nan
7	5418.664000	35275.503880	-nan	-nan
8	5080.218000	37390.405158	-nan	-nan
9	4101.414000	33590.578939	-nan	-nan
10	3785.533000	34069.797000	-nan	-nan
11	3572.905000	34978.739814	-nan	-nan
12	2868.634000	30292.776244	-nan	-nan
13	2954.642000	33417.002260	-nan	-nan
14	2675.377000	32211.538978	-nan	-nan
15	2539.370000	32376.967500	-nan	-nan
16	2711.616000	36444.117902	-nan	-nan
17	2416.632000	34098.676690	-nan	-nan
18	2044.300000	30173.868468	-nan	-nan
19	2209.999000	34011.885369	-nan	-nan
20	1871.143000	29938.288000	-nan	-nan
21	1791.335000	29718.247923	-nan	-nan
22	1787.031000	30665.451687	-nan	-nan
23	1586.857000	28103.236017	-nan	-nan
24	1901.112000	34676.282445	-nan	-nan
25	1851.714000	34719.637500	-nan	-nan
26	1348.905000	25952.931891	-nan	-nan
27	1442.519000	28432.048169	-nan	-nan
28	1396.259000	28148.581227	-nan	-nan
29	1825.234000	37581.568339	-nan	-nan
30	1370.110000	28772.310000	-nan	-nan
31	1182.117000	25285.481908	-nan	-nan
32	1279.072000	27832.607013	-nan	-nan
33	1550.122000	34273.198366	-nan	-nan
34	1217.037000	27310.310930	-nan	-nan
35	1000.999000	22772.727250	-nan	-nan
36	1219.199000	28090.346076	-nan	-nan
37	878.508000	20478.021011	-nan	-nan
38	1269.010000	29897.874922	-nan	-nan
39	848.528000	20186.481897	-nan	-nan
40	1390.204000	33364.896000	-nan	-nan
41	1146.457000	27732.795442	-nan	-nan
42	1239.793000	30201.358237	-nan	-nan
43	1295.449000	31751.455287	-nan	-nan
44	966.139000	23805.664370	-nan	-nan
45	1131.879000	28014.005250	-nan	-nan
46	1037.534000	25772.344718	-nan	-nan
47	1077.426000	26838.681496	-nan	-nan
48	1331.226000	33227.399741	-nan	-nan
49	1177.744000	29431.822290	-nan	-nan
50	378.274000	18913.700000	-nan	-nan
