TMRCA	Mean  = 1.067323	Stdev = 0.269983	95%CI = 0.550543 1.560764
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	39984.156000	39584.314821	-nan	-nan
2	19555.620000	38329.015946	-nan	-nan
3	12882.200000	37487.203106	-nan	-nan
4	9511.656000	36524.758224	-nan	-nan
5	7143.804000	33933.069000	-nan	-nan
6	5993.582000	33803.801680	-nan	-nan
7	5055.054000	32908.402697	-nan	-nan
8	4429.825000	32603.512591	-nan	-nan
9	3761.184000	30804.095382	-nan	-nan
10	3266.560000	29399.040000	-nan	-nan
11	2948.110000	28861.996788	-nan	-nan
12	2872.850000	30337.297205	-nan	-nan
13	2707.029000	30616.499126	-nan	-nan
14	2097.202000	25250.312000	-nan	-nan
15	1974.422000	25173.880500	-nan	-nan
16	2197.538000	29534.909798	-nan	-nan
17	2097.703000	29598.588610	-nan	-nan
18	1651.478000	24375.815658	-nan	-nan
19	1683.503000	25909.111748	-nan	-nan
20	1473.471000	23575.536000	-nan	-nan
21	1834.894000	30440.891740	-nan	-nan
22	1450.044000	24882.754819	-nan	-nan
23	1283.884000	22737.584465	-nan	-nan
24	1305.273000	23808.179221	-nan	-nan
25	1264.972000	23718.225000	-nan	-nan
26	1146.968000	22067.664057	-nan	-nan
27	1155.649000	22777.840732	-nan	-nan
28	830.598000	16744.855553	-nan	-nan
29	1042.811000	21471.478649	-nan	-nan
30	886.483000	18616.143000	-nan	-nan
31	1034.600000	22130.093369	-nan	-nan
32	1044.784000	22734.500079	-nan	-nan
33	979.910000	21665.810698	-nan	-nan
34	1080.332000	24242.650657	-nan	-nan
35	1109.579000	25242.922250	-nan	-nan
36	1245.495000	28696.205940	-nan	-nan
37	1053.625000	24559.998187	-nan	-nan
38	807.512000	19024.982289	-nan	-nan
39	936.980000	22290.755058	-nan	-nan
40	997.627000	23943.048000	-nan	-nan
41	803.904000	19446.438189	-nan	-nan
42	789.911000	19242.232442	-nan	-nan
43	690.564000	16925.723798	-nan	-nan
44	724.917000	17861.954438	-nan	-nan
45	910.981000	22546.779750	-nan	-nan
46	643.279000	15979.050458	-nan	-nan
47	638.444000	15903.639943	-nan	-nan
48	1008.118000	25162.624357	-nan	-nan
49	723.682000	18084.813014	-nan	-nan
50	380.138000	19006.900000	-nan	-nan
