TMRCA	Mean  = 1.770379	Stdev = 0.818900	95%CI = 0.634059 3.813981
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	41300.772000	40887.764674	-nan	-nan
2	20430.810000	40044.388379	-nan	-nan
3	13937.083000	40556.912726	-nan	-nan
4	10722.513000	41174.449000	-nan	-nan
5	8308.982000	39467.664500	-nan	-nan
6	7053.814000	39783.510018	-nan	-nan
7	6020.376000	39192.649138	-nan	-nan
8	4922.666000	36230.822417	-nan	-nan
9	5185.317000	42467.744054	-nan	-nan
10	4251.858000	38266.722000	-nan	-nan
11	4166.503000	40790.064211	-nan	-nan
12	3566.028000	37657.257176	-nan	-nan
13	3402.026000	38476.915488	-nan	-nan
14	2869.218000	34545.384611	-nan	-nan
15	3109.718000	39648.904500	-nan	-nan
16	2661.467000	35770.115363	-nan	-nan
17	2615.972000	36911.364022	-nan	-nan
18	2318.758000	34224.868611	-nan	-nan
19	2425.722000	37331.862413	-nan	-nan
20	2541.647000	40666.352000	-nan	-nan
21	1662.980000	27588.838454	-nan	-nan
22	2365.167000	40586.265359	-nan	-nan
23	2187.802000	38745.971417	-nan	-nan
24	2223.648000	40559.339011	-nan	-nan
25	2158.019000	40462.856250	-nan	-nan
26	1993.340000	38351.861144	-nan	-nan
27	2021.462000	39843.014169	-nan	-nan
28	1773.869000	35761.198769	-nan	-nan
29	2025.035000	41695.470959	-nan	-nan
30	2080.215000	43684.515000	-nan	-nan
31	1886.871000	40360.169538	-nan	-nan
32	1553.764000	33809.904996	-nan	-nan
33	1596.544000	35299.588814	-nan	-nan
34	1595.154000	35795.256612	-nan	-nan
35	1696.958000	38605.794500	-nan	-nan
36	1538.179000	35439.645568	-nan	-nan
37	1342.220000	31287.147483	-nan	-nan
38	1475.529000	34763.462452	-nan	-nan
39	1718.724000	40888.445534	-nan	-nan
40	1203.598000	28886.352000	-nan	-nan
41	1402.561000	33927.951339	-nan	-nan
42	1517.149000	36957.750566	-nan	-nan
43	1574.839000	38599.304250	-nan	-nan
44	1477.922000	36415.997178	-nan	-nan
45	1384.469000	34265.607750	-nan	-nan
46	1655.271000	41116.931893	-nan	-nan
47	1382.003000	34425.694519	-nan	-nan
48	1535.931000	38336.836354	-nan	-nan
49	1700.137000	42486.423241	-nan	-nan
50	606.218000	30310.900000	-nan	-nan
