0.5	2443
0.768595041322	1056
0.52479338843	2272
0.132231404959	12560
0.54958677686	2079
0.574380165289	2114
0.512396694215	2352
0.107438016529	16372
0.599173553719	1875
0.260330578512	5439
0.623966942149	1703
0.152892561983	10509
0.648760330579	1627
0.0661157024793	32660
0.673553719008	1509
0.243801652893	5823
0.698347107438	1350
0.268595041322	5309
0.723140495868	1248
0.747933884298	1172
0.0785123966942	24710
0.772727272727	1108
0.136363636364	12085
0.797520661157	967
0.276859504132	5081
0.528925619835	2229
0.822314049587	960
0.247933884298	5682
0.847107438017	862
0.561983471074	2054
0.871900826446	724
0.896694214876	788
0.338842975207	3988
0.169421487603	8986
0.454545454545	2854
0.921487603306	811
0.603305785124	1774
0.946280991736	803
0.144628099174	11074
0.293388429752	4812
0.520661157025	2315
0.272727272727	5160
0.297520661157	4795
0.285123966942	4941
0.119834710744	14124
0.595041322314	1902
0.309917355372	4519
0.190082644628	7812
0.103305785124	17143
0.322314049587	4284
0.0909090909091	20775
0.334710743802	4111
0.611570247934	1736
0.694214876033	1395
0.619834710744	1721
0.359504132231	3910
0.471074380165	2698
0.371900826446	3700
0.0743801652893	27655
0.628099173554	1710
0.384297520661	3587
0.099173553719	18693
0.818181818182	931
0.743801652893	1157
0.842975206612	882
0.867768595041	717
0.644628099174	1580
0.111570247934	15757
0.326446280992	4237
0.917355371901	758
0.235537190083	6155
0.657024793388	1506
0.661157024793	1509
0.48347107438	2678
0.252066115702	5666
0.495867768595	2506
0.256198347107	5660
0.51652892562	2459
0.231404958678	6324
0.855371900826	873
0.54132231405	2219
0.123966942149	13457
0.566115702479	1958
0.590909090909	1885
0.342975206612	3985
0.615702479339	1850
0.640495867769	1714
0.173553719008	8597
0.665289256198	1504
0.0826446280992	24009
0.404958677686	3368
0.446280991736	2848
0.690082644628	1410
0.714876033058	1286
0.177685950413	8510
0.764462809917	1100
0.789256198347	984
0.719008264463	1285
0.814049586777	1007
0.148760330579	10745
0.838842975207	858
0.181818181818	8201
0.863636363636	822
0.888429752066	770
0.367768595041	3705
0.739669421488	1220
0.185950413223	8182
0.115702479339	14925
0.793388429752	1012
0.376033057851	3574
0.128099173554	12936
0.537190082645	2248
0.380165289256	3512
0.140495867769	11581
0.53305785124	2344
0.586776859504	1975
0.363636363636	3812
0.305785123967	4575
0.239669421488	5964
0.826446280992	868
0.636363636364	1688
0.165289256198	9326
0.685950413223	1423
0.202479338843	7306
0.710743801653	1292
0.570247933884	2057
0.735537190083	1214
0.198347107438	7658
0.760330578512	1156
0.392561983471	3472
0.809917355372	940
0.801652892562	1040
0.417355371901	3267
0.194214876033	7608
0.161157024793	9640
0.884297520661	776
0.409090909091	3222
0.909090909091	735
0.933884297521	739
0.413223140496	3115
0.479338842975	2678
0.49173553719	2504
0.50826446281	2444
0.834710743802	913
0.0702479338843	29059
0.210743801653	6987
0.396694214876	3362
0.557851239669	2080
0.582644628099	1961
0.425619834711	3137
0.607438016529	1802
0.355371900826	3868
0.289256198347	4979
0.632231404959	1589
0.0578512396694	39945
0.859504132231	833
0.318181818182	4519
0.681818181818	1454
0.0867768595041	21570
0.706611570248	1285
0.433884297521	3029
0.731404958678	1228
0.438016528926	2960
0.756198347107	1119
0.219008264463	6551
0.780991735537	1040
0.442148760331	3003
0.805785123967	976
0.830578512397	867
0.785123966942	1010
0.892561983471	704
0.280991735537	5072
0.880165289256	775
0.904958677686	740
0.45041322314	3011
0.929752066116	760
0.227272727273	6293
0.157024793388	9940
0.214876033058	6834
0.913223140496	729
0.45867768595	2875
0.223140495868	6364
0.504132231405	2453
0.264462809917	5401
0.776859504132	1050
0.553719008264	2103
0.578512396694	1996
0.702479338843	1308
0.330578512397	4170
0.301652892562	4566
0.46694214876	2776
0.938016528926	772
0.314049586777	4411
0.942148760331	783
0.652892561983	1596
0.677685950413	1395
0.47520661157	2695
0.351239669421	3936
0.545454545455	2203
0.727272727273	1235
0.752066115702	1175
0.429752066116	3003
0.388429752066	3631
0.095041322314	19274
0.400826446281	3293
0.206611570248	7123
0.669421487603	1522
0.851239669421	805
0.876033057851	822
0.347107438017	3769
0.900826446281	761
0.925619834711	791
0.462809917355	2806
0.0619834710744	34063
0.487603305785	2589
0.421487603306	3152
0.0537190082645	41197
