TMRCA	Mean  = 1.273436	Stdev = 0.409907	95%CI = 0.614835 2.112551
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	237843.488000	235465.055388	-nan	-nan
2	119333.168000	233893.013832	-nan	-nan
3	77813.712000	226437.908599	-nan	-nan
4	58319.136000	223945.477234	-nan	-nan
5	44818.360000	212887.210000	-nan	-nan
6	34245.732000	193145.923908	-nan	-nan
7	31968.470000	208114.747017	-nan	-nan
8	28897.484000	212685.486098	-nan	-nan
9	24740.512000	202624.782898	-nan	-nan
10	21121.000000	190089.000000	-nan	-nan
11	20120.396000	196978.676072	-nan	-nan
12	18242.938000	192645.432935	-nan	-nan
13	15086.405000	170627.246881	-nan	-nan
14	13635.747000	164174.393360	-nan	-nan
15	14031.717000	178904.391750	-nan	-nan
16	13881.965000	186573.603775	-nan	-nan
17	13719.278000	193579.007870	-nan	-nan
18	11408.179000	168384.724651	-nan	-nan
19	9057.714000	139398.221570	-nan	-nan
20	12009.503000	192152.048000	-nan	-nan
21	9843.928000	163310.767022	-nan	-nan
22	10164.685000	174425.993049	-nan	-nan
23	8749.149000	154947.420780	-nan	-nan
24	8027.261000	146417.238803	-nan	-nan
25	8858.255000	166092.281250	-nan	-nan
26	8170.850000	157207.152130	-nan	-nan
27	7736.958000	152495.435097	-nan	-nan
28	6487.511000	130788.220770	-nan	-nan
29	7749.519000	159562.597392	-nan	-nan
30	8545.737000	179460.477000	-nan	-nan
31	7179.620000	153572.067418	-nan	-nan
32	5746.478000	125043.362595	-nan	-nan
33	6651.262000	147059.406880	-nan	-nan
34	7048.060000	158158.470164	-nan	-nan
35	6189.926000	140820.816500	-nan	-nan
36	5401.042000	124440.012625	-nan	-nan
37	6617.137000	154245.459936	-nan	-nan
38	6546.969000	154246.586144	-nan	-nan
39	8044.169000	191370.787875	-nan	-nan
40	7009.532000	168228.768000	-nan	-nan
41	7070.411000	171033.245866	-nan	-nan
42	6574.419000	160152.850853	-nan	-nan
43	5806.573000	142319.105559	-nan	-nan
44	7361.840000	181395.733107	-nan	-nan
45	5942.446000	147075.538500	-nan	-nan
46	4230.689000	105090.315406	-nan	-nan
47	7656.522000	190723.961852	-nan	-nan
48	5154.919000	128666.773521	-nan	-nan
49	5185.200000	129578.146813	-nan	-nan
50	2357.489000	117874.450000	-nan	-nan
