TMRCA	Mean  = 1.671713	Stdev = 0.745274	95%CI = 0.653525 3.482069
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	240267.648000	237864.973811	-nan	-nan
2	120180.808000	235554.388265	-nan	-nan
3	76136.104000	221556.069175	-nan	-nan
4	62151.824000	238662.998825	-nan	-nan
5	51651.340000	245343.865000	-nan	-nan
6	38575.424000	217565.386210	-nan	-nan
7	35749.864000	232731.622822	-nan	-nan
8	29409.862000	216456.588247	-nan	-nan
9	27204.480000	222804.679785	-nan	-nan
10	22227.480000	200047.320000	-nan	-nan
11	21806.996000	213490.490008	-nan	-nan
12	20715.532000	218756.026613	-nan	-nan
13	18238.896000	206281.921413	-nan	-nan
14	18270.272000	219974.074183	-nan	-nan
15	17013.456000	216921.564000	-nan	-nan
16	17085.224000	229625.403391	-nan	-nan
17	14155.613000	199735.694570	-nan	-nan
18	12774.626000	188553.482684	-nan	-nan
19	13160.083000	202533.681888	-nan	-nan
20	13139.197000	210227.152000	-nan	-nan
21	14228.686000	236053.902911	-nan	-nan
22	13751.442000	235974.742622	-nan	-nan
23	10499.903000	185953.272517	-nan	-nan
24	10265.557000	187243.757330	-nan	-nan
25	12020.369000	225381.918750	-nan	-nan
26	11015.659000	211941.276639	-nan	-nan
27	8760.891000	172677.153589	-nan	-nan
28	9197.519000	185421.981637	-nan	-nan
29	8888.761000	183019.590346	-nan	-nan
30	9583.323000	201249.783000	-nan	-nan
31	11565.074000	247376.925801	-nan	-nan
32	9407.236000	204701.457513	-nan	-nan
33	8985.401000	198667.221594	-nan	-nan
34	10503.743000	235703.998530	-nan	-nan
35	9496.320000	216041.280000	-nan	-nan
36	8322.800000	191757.319620	-nan	-nan
37	10090.452000	235208.430731	-nan	-nan
38	9273.859000	218492.113087	-nan	-nan
39	9523.398000	226561.647139	-nan	-nan
40	7738.483000	185723.592000	-nan	-nan
41	6872.187000	166238.207200	-nan	-nan
42	7471.157000	181997.389080	-nan	-nan
43	10855.901000	266078.135995	-nan	-nan
44	7748.520000	190923.528071	-nan	-nan
45	11772.454000	291368.236500	-nan	-nan
46	6259.676000	155490.352795	-nan	-nan
47	7806.392000	194457.223529	-nan	-nan
48	8376.563000	209079.004811	-nan	-nan
49	9035.260000	225791.145332	-nan	-nan
50	3617.715000	180885.750000	-nan	-nan
