TMRCA	Mean  = 1.342271	Stdev = 0.503592	95%CI = 0.592679 2.568049
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	233254.096000	230921.557264	-nan	-nan
2	118411.872000	232087.273637	-nan	-nan
3	76352.184000	222184.861993	-nan	-nan
4	56587.776000	217297.054983	-nan	-nan
5	45519.956000	216219.791000	-nan	-nan
6	37932.852000	213941.280215	-nan	-nan
7	31288.664000	203689.209801	-nan	-nan
8	27394.608000	201624.318538	-nan	-nan
9	22321.460000	182812.748034	-nan	-nan
10	21269.802000	191428.218000	-nan	-nan
11	21442.412000	209921.212662	-nan	-nan
12	17705.212000	186967.046149	-nan	-nan
13	16907.316000	191221.751055	-nan	-nan
14	16796.176000	202225.958399	-nan	-nan
15	12191.718000	155444.404500	-nan	-nan
16	13273.587000	178397.003710	-nan	-nan
17	12062.736000	170205.200819	-nan	-nan
18	13810.511000	203843.145521	-nan	-nan
19	12896.447000	198476.323758	-nan	-nan
20	12854.346000	205669.536000	-nan	-nan
21	9552.277000	158472.276888	-nan	-nan
22	9021.769000	154813.554663	-nan	-nan
23	11177.768000	197958.261046	-nan	-nan
24	10599.943000	193342.957894	-nan	-nan
25	9667.171000	181259.456250	-nan	-nan
26	8015.270000	154213.792965	-nan	-nan
27	8480.377000	167148.222906	-nan	-nan
28	9421.134000	189930.060002	-nan	-nan
29	8754.928000	180263.968856	-nan	-nan
30	6089.490000	127879.290000	-nan	-nan
31	8517.706000	182193.726141	-nan	-nan
32	7358.385000	160118.459284	-nan	-nan
33	6572.417000	145316.143881	-nan	-nan
34	6386.514000	143313.377571	-nan	-nan
35	6999.372000	159235.713000	-nan	-nan
36	6951.001000	160151.069404	-nan	-nan
37	8426.556000	196423.015860	-nan	-nan
38	6322.491000	148957.884583	-nan	-nan
39	8018.054000	190749.512001	-nan	-nan
40	6834.329000	164023.896000	-nan	-nan
41	6640.577000	160635.561176	-nan	-nan
42	5735.189000	139709.207540	-nan	-nan
43	5672.910000	139043.025398	-nan	-nan
44	6681.823000	164640.114642	-nan	-nan
45	5241.576000	129729.006000	-nan	-nan
46	5699.231000	141568.898910	-nan	-nan
47	6472.397000	161227.408282	-nan	-nan
48	5957.856000	148708.080305	-nan	-nan
49	5528.569000	138158.938045	-nan	-nan
50	2689.307000	134465.350000	-nan	-nan
