TMRCA	Mean  = 1.773244	Stdev = 0.838281	95%CI = 0.678497 4.026183
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	42582.176000	42156.354646	-nan	-nan
2	21021.300000	41201.748802	-nan	-nan
3	13333.629000	38800.861534	-nan	-nan
4	10508.581000	40352.950138	-nan	-nan
5	8359.767000	39708.893250	-nan	-nan
6	6702.529000	37802.262665	-nan	-nan
7	6124.072000	39867.710122	-nan	-nan
8	5109.362000	37604.905002	-nan	-nan
9	5273.706000	43191.649927	-nan	-nan
10	4183.988000	37655.892000	-nan	-nan
11	4306.317000	42158.843266	-nan	-nan
12	3820.494000	40344.418243	-nan	-nan
13	3750.641000	42419.751284	-nan	-nan
14	3204.205000	38578.628078	-nan	-nan
15	3025.182000	38571.070500	-nan	-nan
16	2871.108000	38587.690315	-nan	-nan
17	3241.931000	45743.645297	-nan	-nan
18	2647.330000	39074.591406	-nan	-nan
19	2868.294000	44143.045645	-nan	-nan
20	2640.527000	42248.432000	-nan	-nan
21	1895.619000	31448.319499	-nan	-nan
22	2468.840000	42365.294023	-nan	-nan
23	1952.153000	34572.627843	-nan	-nan
24	2225.695000	40596.676291	-nan	-nan
25	1686.882000	31629.037500	-nan	-nan
26	1932.633000	37183.858478	-nan	-nan
27	2110.122000	41590.502688	-nan	-nan
28	2074.436000	41820.629443	-nan	-nan
29	1901.922000	39160.574270	-nan	-nan
30	1883.217000	39547.557000	-nan	-nan
31	1485.601000	31777.004483	-nan	-nan
32	1288.357000	28034.648615	-nan	-nan
33	1526.378000	33748.218512	-nan	-nan
34	1251.114000	28074.998828	-nan	-nan
35	1707.886000	38854.406500	-nan	-nan
36	1588.465000	36598.235054	-nan	-nan
37	1420.752000	33117.728361	-nan	-nan
38	1383.840000	32603.269661	-nan	-nan
39	1450.410000	34505.255228	-nan	-nan
40	1711.085000	41066.040000	-nan	-nan
41	1962.872000	47481.874728	-nan	-nan
42	1558.537000	37965.962271	-nan	-nan
43	1403.962000	34411.108941	-nan	-nan
44	1458.695000	35942.243910	-nan	-nan
45	2051.003000	50762.324250	-nan	-nan
46	1533.228000	38085.383754	-nan	-nan
47	1237.575000	30827.993061	-nan	-nan
48	1290.116000	32201.294179	-nan	-nan
49	1473.185000	36814.892813	-nan	-nan
50	869.993000	43499.650000	-nan	-nan
