TMRCA	Mean  = 1.463047	Stdev = 0.594854	95%CI = 0.598380 2.899340
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	235.961000	233.601392	242.139292	239.717904
2	113.707000	222.865724	122.216987	239.545301
3	77.807000	226.418377	79.419497	231.110744
4	56.419000	216.648955	77.929017	299.247422
5	43.880000	208.430000	40.635438	193.018332
6	37.832000	213.372475	38.984016	219.869848
7	32.192000	209.569927	36.997405	240.853115
8	28.829000	212.181444	35.719401	262.894798
9	24.027000	196.781120	34.907833	285.895146
10	22.695000	204.255000	39.687745	357.189704
11	19.038000	186.382019	34.572356	338.463368
12	18.336000	193.628168	34.961656	369.195110
13	18.899000	213.747698	35.952070	406.617925
14	16.806000	202.344239	33.717610	405.960019
15	14.323000	182.618250	34.433797	439.030908
16	15.337000	206.129274	33.053835	444.243527
17	14.948000	210.916275	35.428781	499.900078
18	14.762000	217.887123	33.652962	496.717731
19	12.836000	197.546044	34.311578	528.055199
20	9.155000	146.480000	25.181880	402.910087
21	11.259000	186.786812	28.361705	470.520701
22	11.105000	190.561798	30.250737	519.102651
23	9.198000	162.896572	26.405076	467.633871
24	10.426000	190.170238	30.633428	558.753734
25	9.131000	171.206250	28.226097	529.239319
26	7.477000	143.857478	22.621344	435.234644
27	9.218000	181.686772	28.025594	552.384433
28	10.161000	204.845758	28.258479	569.690930
29	7.104000	146.271361	22.349781	460.181995
30	9.877000	207.417000	33.270840	698.687648
31	10.313000	220.595064	32.919823	704.154994
32	6.828000	148.577282	21.643125	470.954400
33	9.190000	203.190906	31.681282	700.473145
34	9.087000	203.912285	27.594037	619.210196
35	5.650000	128.537500	18.800930	427.721161
36	7.836000	180.541447	27.391411	631.098116
37	7.825000	182.400746	27.412403	638.983092
38	7.656000	180.375356	27.737502	653.495523
39	6.452000	153.493086	22.816799	542.811675
40	6.431000	154.344000	23.558740	565.409772
41	8.218000	198.793424	28.142112	680.757700
42	7.393000	180.093485	25.908721	631.136442
43	4.836000	118.530361	18.832094	461.574620
44	6.088000	150.008316	25.868193	637.392269
45	8.117000	200.895750	28.322632	700.985142
46	7.444000	184.908961	33.527346	832.819304
47	7.013000	174.693829	24.971993	622.052353
48	7.167000	178.888313	27.684247	690.998762
49	6.672000	166.733278	23.110875	577.540740
50	2.320000	116.000000	16.803093	840.154664
