TMRCA	Mean  = 2.264157	Stdev = 1.232967	95%CI = 0.452642 5.225147
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	2758.898000	2731.309046	-nan	-nan
2	315.414000	618.211452	369.921519	725.046195
3	143.835000	418.559862	187.200024	544.752088
4	85.479000	328.239353	128.455895	493.270634
5	64.036000	304.171000	104.295309	495.402718
6	45.961000	259.220034	66.034400	372.434011
7	38.216000	248.786169	61.189423	398.343163
8	31.261000	230.080964	53.543887	394.083013
9	29.535000	241.891638	59.659920	488.614731
10	24.640000	221.760000	51.579093	464.211834
11	20.823000	203.857169	48.147979	471.368718
12	19.164000	202.371848	50.267165	530.821290
13	21.050000	238.075509	56.405772	637.949299
14	18.012000	216.864479	52.026884	626.403669
15	16.963000	216.278250	50.760361	647.194602
16	13.397000	180.055674	38.432336	516.530580
17	13.578000	191.585575	52.342675	738.555126
18	10.865000	160.367402	33.849972	499.625591
19	11.022000	169.628584	36.001689	554.066013
20	9.526000	152.416000	31.108891	497.742253
21	10.021000	166.248392	31.859215	528.544392
22	8.269000	141.896039	28.483925	488.784155
23	10.229000	181.155581	35.581549	630.149200
24	8.799000	160.493758	35.852336	653.946608
25	8.524000	159.825000	36.127893	677.397993
26	9.329000	179.489958	40.376664	776.847005
27	7.654000	150.860333	27.915257	550.209684
28	5.358000	108.017279	20.353823	410.333072
29	6.891000	141.885691	24.387248	502.133445
30	6.193000	130.053000	23.370107	490.772252
31	5.280000	112.939197	26.358421	563.806613
32	7.054000	153.495042	33.220576	722.879756
33	7.574000	167.461145	37.833026	836.488217
34	5.352000	120.098883	19.613025	440.116299
35	5.949000	135.339750	26.119047	594.208314
36	4.111000	94.717444	18.137189	417.880847
37	4.878000	113.706177	20.797973	484.800736
38	5.663000	133.420277	35.141633	827.936833
39	6.071000	144.429096	28.164716	670.038629
40	5.979000	143.496000	27.724957	665.398964
41	7.626000	184.472944	36.680671	887.305443
42	6.355000	154.807804	40.572640	988.349515
43	3.900000	95.589001	17.146195	420.253236
44	6.329000	155.946556	29.943904	737.817785
45	7.051000	174.512250	30.600209	757.355165
46	6.626000	164.589841	33.300947	827.195549
47	5.651000	140.766409	26.368741	656.845351
48	4.659000	116.288636	23.629792	589.799582
49	5.815000	145.316849	28.427538	710.404145
50	2.701000	135.050000	19.932107	996.605348
