TMRCA	Mean  = 2.346323	Stdev = 1.709600	95%CI = 0.689059 7.241462
i	E[Eta_i]     	E[Th_i]      	Stdev[Eta_i]     	Stdev[Th_i]
1	243347.648000	240914.173841	-nan	-nan
2	127879.840000	250644.491278	-nan	-nan
3	87385.536000	254291.917260	-nan	-nan
4	67428.200000	258924.282213	-nan	-nan
5	54350.572000	258165.217000	-nan	-nan
6	41734.368000	235381.829948	-nan	-nan
7	40532.416000	263866.037437	-nan	-nan
8	35561.896000	261735.559308	-nan	-nan
9	31014.522000	254008.922166	-nan	-nan
10	25883.960000	232955.640000	-nan	-nan
11	27086.236000	265174.249407	-nan	-nan
12	26152.084000	276166.018014	-nan	-nan
13	24003.016000	271474.121032	-nan	-nan
14	25120.912000	302455.779522	-nan	-nan
15	18599.284000	237140.871000	-nan	-nan
16	20427.328000	274543.279748	-nan	-nan
17	18400.964000	259637.595723	-nan	-nan
18	21120.942000	311745.108754	-nan	-nan
19	16346.190000	251567.869712	-nan	-nan
20	19783.116000	316529.856000	-nan	-nan
21	13923.308000	230987.681845	-nan	-nan
22	16028.178000	275043.532034	-nan	-nan
23	16829.810000	298055.919692	-nan	-nan
24	15155.103000	276429.075251	-nan	-nan
25	12202.278000	228792.712500	-nan	-nan
26	12688.265000	244122.215696	-nan	-nan
27	13326.105000	262657.517350	-nan	-nan
28	13036.809000	262822.067451	-nan	-nan
29	13510.376000	278178.643902	-nan	-nan
30	14028.980000	294608.580000	-nan	-nan
31	14479.196000	309709.993603	-nan	-nan
32	11299.326000	245873.336346	-nan	-nan
33	10951.380000	242135.018484	-nan	-nan
34	12354.632000	277237.948678	-nan	-nan
35	17798.998000	404927.204500	-nan	-nan
36	11580.929000	266824.614763	-nan	-nan
37	10350.993000	241281.641302	-nan	-nan
38	12351.263000	290995.749684	-nan	-nan
39	13977.442000	332523.357977	-nan	-nan
40	13049.979000	313199.496000	-nan	-nan
41	7223.669000	174740.556968	-nan	-nan
42	17717.036000	431587.007774	-nan	-nan
43	9435.316000	231259.597320	-nan	-nan
44	10096.421000	248775.807278	-nan	-nan
45	12479.947000	308878.688250	-nan	-nan
46	16772.751000	416635.137399	-nan	-nan
47	9353.356000	232992.096533	-nan	-nan
48	17339.500000	432793.904125	-nan	-nan
49	8590.659000	214680.566444	-nan	-nan
50	5520.992000	276049.600000	-nan	-nan
